order_id,date,session_id,user_id,first_product_id_in_cart,products_purchased,price_in_usd,cogs_in_usd
69,2012-04-03,2210,2196,1,1,14.99,7.99
70,2012-04-03,2231,2217,1,1,14.99,7.99
71,2012-04-03,2262,2247,1,1,14.99,7.99
72,2012-04-03,2291,2276,1,1,14.99,7.99
73,2012-04-03,2295,1752,1,1,14.99,7.99
74,2012-04-03,2325,2309,1,1,14.99,7.99
75,2012-04-04,2392,2376,1,1,14.99,7.99
76,2012-04-04,2422,2405,1,1,14.99,7.99
77,2012-04-04,2431,2414,1,1,14.99,7.99
78,2012-04-04,2514,2495,1,1,14.99,7.99
79,2012-04-04,2522,2503,1,1,14.99,7.99
80,2012-04-05,2624,383,1,1,14.99,7.99
81,2012-04-05,2668,2644,1,1,14.99,7.99
82,2012-04-05,2770,2746,1,1,14.99,7.99
83,2012-04-06,2810,2786,1,1,14.99,7.99
84,2012-04-06,2879,2854,1,1,14.99,7.99
85,2012-04-06,2942,2916,1,1,14.99,7.99
86,2012-04-06,2982,2956,1,1,14.99,7.99
87,2012-04-07,3000,2972,1,1,14.99,7.99
88,2012-04-07,3040,3012,1,1,14.99,7.99
89,2012-04-07,3044,3016,1,1,14.99,7.99
90,2012-04-08,3077,3048,1,1,14.99,7.99
91,2012-04-08,3082,3053,1,1,14.99,7.99
92,2012-04-08,3137,3107,1,1,14.99,7.99
93,2012-04-08,3139,3109,1,1,14.99,7.99
94,2012-04-08,3147,3116,1,1,14.99,7.99
95,2012-04-09,3189,3158,1,1,14.99,7.99
96,2012-04-09,3188,3157,1,1,14.99,7.99
97,2012-04-09,3208,3177,1,1,14.99,7.99
98,2012-04-09,3247,3215,1,1,14.99,7.99
99,2012-04-09,3295,3263,1,1,14.99,7.99
100,2012-04-09,3299,3267,1,1,14.99,7.99
101,2012-04-09,3318,3285,1,1,14.99,7.99
102,2012-04-09,3322,3289,1,1,14.99,7.99
103,2012-04-10,3421,3386,1,1,14.99,7.99
104,2012-04-10,3446,3411,1,1,14.99,7.99
105,2012-04-10,3496,3460,1,1,14.99,7.99
106,2012-04-11,3604,3565,1,1,14.99,7.99
107,2012-04-11,3618,3579,1,1,14.99,7.99
108,2012-04-11,3642,3602,1,1,14.99,7.99
109,2012-04-11,3683,3642,1,1,14.99,7.99
110,2012-04-11,3689,3648,1,1,14.99,7.99
111,2012-04-12,3746,3703,1,1,14.99,7.99
112,2012-04-12,3765,3722,1,1,14.99,7.99
113,2012-04-12,3789,811,1,1,14.99,7.99
114,2012-04-12,3807,3761,1,1,14.99,7.99
115,2012-04-13,3873,3824,1,1,14.99,7.99
116,2012-04-13,3947,3895,1,1,14.99,7.99
117,2012-04-14,4100,4047,1,1,14.99,7.99
118,2012-04-15,4119,4065,1,1,14.99,7.99
119,2012-04-15,4130,4076,1,1,14.99,7.99
120,2012-04-15,4136,4082,1,1,14.99,7.99
121,2012-04-15,4140,4086,1,1,14.99,7.99
122,2012-04-16,4224,3313,1,1,14.99,7.99
123,2012-04-16,4232,4174,1,1,14.99,7.99
124,2012-04-16,4235,4177,1,1,14.99,7.99
125,2012-04-16,4249,4191,1,1,14.99,7.99
126,2012-04-16,4258,167,1,1,14.99,7.99
127,2012-04-17,4372,455,1,1,14.99,7.99
128,2012-04-18,4420,4346,1,1,14.99,7.99
129,2012-04-18,4437,4362,1,1,14.99,7.99
130,2012-04-18,4490,755,1,1,14.99,7.99
131,2012-04-18,4501,4423,1,1,14.99,7.99
132,2012-04-19,4531,59,1,1,14.99,7.99
133,2012-04-19,4559,4474,1,1,14.99,7.99
134,2012-04-19,4566,4480,1,1,14.99,7.99
135,2012-04-19,4567,4481,1,1,14.99,7.99
136,2012-04-19,4605,4519,1,1,14.99,7.99
137,2012-04-19,4620,4533,1,1,14.99,7.99
138,2012-04-20,4685,4590,1,1,14.99,7.99
139,2012-04-21,4770,4674,1,1,14.99,7.99
140,2012-04-22,4801,4704,1,1,14.99,7.99
141,2012-04-22,4815,4718,1,1,14.99,7.99
142,2012-04-22,4828,4728,1,1,14.99,7.99
143,2012-04-23,4878,4774,1,1,14.99,7.99
144,2012-04-23,4881,4777,1,1,14.99,7.99
145,2012-04-23,4889,4785,1,1,14.99,7.99
146,2012-04-23,4923,2368,1,1,14.99,7.99
147,2012-04-23,4943,4832,1,1,14.99,7.99
148,2012-04-23,4951,4840,1,1,14.99,7.99
149,2012-04-23,4952,3291,1,1,14.99,7.99
150,2012-04-24,5054,4933,1,1,14.99,7.99
151,2012-04-24,5065,210,1,1,14.99,7.99
152,2012-04-25,5151,13,1,1,14.99,7.99
153,2012-04-26,5252,5116,1,1,14.99,7.99
154,2012-04-26,5270,5134,1,1,14.99,7.99
155,2012-04-26,5292,5154,1,1,14.99,7.99
156,2012-04-27,5297,5158,1,1,14.99,7.99
157,2012-04-27,5386,5243,1,1,14.99,7.99
158,2012-04-29,5458,5312,1,1,14.99,7.99
159,2012-04-30,5538,5387,1,1,14.99,7.99
160,2012-05-01,5619,5461,1,1,14.99,7.99
161,2012-05-01,5650,5488,1,1,14.99,7.99
162,2012-05-01,5654,876,1,1,14.99,7.99
163,2012-05-01,5663,4038,1,1,14.99,7.99
164,2012-05-01,5705,5539,1,1,14.99,7.99
165,2012-05-02,5820,5640,1,1,14.99,7.99
166,2012-05-02,5830,5649,1,1,14.99,7.99
167,2012-05-02,5870,5688,1,1,14.99,7.99
168,2012-05-02,5873,5691,1,1,14.99,7.99
169,2012-05-03,5925,3057,1,1,14.99,7.99
170,2012-05-03,5927,2617,1,1,14.99,7.99
171,2012-05-03,5976,5788,1,1,14.99,7.99
172,2012-05-03,5987,5797,1,1,14.99,7.99
173,2012-05-03,6017,5824,1,1,14.99,7.99
174,2012-05-04,6036,5840,1,1,14.99,7.99
175,2012-05-04,6056,5858,1,1,14.99,7.99
176,2012-05-04,6123,5918,1,1,14.99,7.99
177,2012-05-08,6481,6237,1,1,14.99,7.99
178,2012-05-08,6487,6242,1,1,14.99,7.99
179,2012-05-09,6536,6288,1,1,14.99,7.99
180,2012-05-09,6539,6291,1,1,14.99,7.99
181,2012-05-09,6562,6313,1,1,14.99,7.99
182,2012-05-09,6571,6322,1,1,14.99,7.99
183,2012-05-09,6603,6352,1,1,14.99,7.99
184,2012-05-09,6614,2020,1,1,14.99,7.99
185,2012-05-09,6629,6374,1,1,14.99,7.99
186,2012-05-09,6637,6381,1,1,14.99,7.99
187,2012-05-10,6692,6433,1,1,14.99,7.99
188,2012-05-10,6765,6500,1,1,14.99,7.99
189,2012-05-10,6781,6515,1,1,14.99,7.99
190,2012-05-11,6836,6565,1,1,14.99,7.99
191,2012-05-11,6889,5115,1,1,14.99,7.99
192,2012-05-11,6927,6648,1,1,14.99,7.99
193,2012-05-12,6993,6711,1,1,14.99,7.99
194,2012-05-13,7018,6732,1,1,14.99,7.99
195,2012-05-13,7035,6747,1,1,14.99,7.99
196,2012-05-13,7042,6754,1,1,14.99,7.99
197,2012-05-14,7140,3659,1,1,14.99,7.99
198,2012-05-14,7144,6841,1,1,14.99,7.99
199,2012-05-15,7175,6869,1,1,14.99,7.99
200,2012-05-15,7178,3123,1,1,14.99,7.99
201,2012-05-15,7179,6872,1,1,14.99,7.99
202,2012-05-15,7188,6880,1,1,14.99,7.99
203,2012-05-15,7191,6882,1,1,14.99,7.99
204,2012-05-15,7240,6929,1,1,14.99,7.99
205,2012-05-15,7245,872,1,1,14.99,7.99
206,2012-05-15,7263,6948,1,1,14.99,7.99
207,2012-05-16,7311,6994,1,1,14.99,7.99
208,2012-05-16,7312,6995,1,1,14.99,7.99
209,2012-05-17,7421,7097,1,1,14.99,7.99
210,2012-05-17,7507,7176,1,1,14.99,7.99
211,2012-05-17,7528,7195,1,1,14.99,7.99
212,2012-05-18,7577,4607,1,1,14.99,7.99
213,2012-05-18,7590,7248,1,1,14.99,7.99
214,2012-05-18,7597,3264,1,1,14.99,7.99
215,2012-05-18,7604,7260,1,1,14.99,7.99
216,2012-05-19,7663,7314,1,1,14.99,7.99
217,2012-05-20,7710,7355,1,1,14.99,7.99
218,2012-05-20,7734,7379,1,1,14.99,7.99
219,2012-05-20,7787,7425,1,1,14.99,7.99
220,2012-05-20,7792,7430,1,1,14.99,7.99
221,2012-05-20,7795,7432,1,1,14.99,7.99
222,2012-05-21,7820,7455,1,1,14.99,7.99
223,2012-05-21,7864,7498,1,1,14.99,7.99
224,2012-05-21,7906,7533,1,1,14.99,7.99
225,2012-05-21,7947,7569,1,1,14.99,7.99
226,2012-05-22,7973,7594,1,1,14.99,7.99
227,2012-05-22,7978,7599,1,1,14.99,7.99
228,2012-05-22,8001,4430,1,1,14.99,7.99
229,2012-05-22,8011,7630,1,1,14.99,7.99
230,2012-05-22,8060,1997,1,1,14.99,7.99
231,2012-05-23,8130,7735,1,1,14.99,7.99
232,2012-05-23,8265,4098,1,1,14.99,7.99
233,2012-05-23,8272,7867,1,1,14.99,7.99
234,2012-05-24,8435,8016,1,1,14.99,7.99
235,2012-05-24,8447,8026,1,1,14.99,7.99
236,2012-05-25,8479,8053,1,1,14.99,7.99
237,2012-05-25,8480,8054,1,1,14.99,7.99
238,2012-05-25,8519,8090,1,1,14.99,7.99
239,2012-05-25,8543,8114,1,1,14.99,7.99
240,2012-05-25,8546,8116,1,1,14.99,7.99
241,2012-05-25,8569,8136,1,1,14.99,7.99
242,2012-05-26,8642,8202,1,1,14.99,7.99
243,2012-05-26,8643,8203,1,1,14.99,7.99
244,2012-05-26,8656,8216,1,1,14.99,7.99
245,2012-05-27,8694,8250,1,1,14.99,7.99
246,2012-05-27,8738,8289,1,1,14.99,7.99
247,2012-05-28,8748,8299,1,1,14.99,7.99
248,2012-05-28,8766,8314,1,1,14.99,7.99
249,2012-05-28,8810,8353,1,1,14.99,7.99
250,2012-05-29,8874,8409,1,1,14.99,7.99
251,2012-05-29,8903,8436,1,1,14.99,7.99
252,2012-05-29,8905,8438,1,1,14.99,7.99
253,2012-05-29,8921,8453,1,1,14.99,7.99
254,2012-05-29,8953,8484,1,1,14.99,7.99
255,2012-05-29,8963,8493,1,1,14.99,7.99
256,2012-05-29,8971,8501,1,1,14.99,7.99
257,2012-05-29,9020,8548,1,1,14.99,7.99
258,2012-05-30,9032,8559,1,1,14.99,7.99
259,2012-05-30,9042,8567,1,1,14.99,7.99
260,2012-05-30,9073,8594,1,1,14.99,7.99
261,2012-05-30,9166,8676,1,1,14.99,7.99
262,2012-05-30,9176,8684,1,1,14.99,7.99
263,2012-05-31,9193,8701,1,1,14.99,7.99
264,2012-05-31,9216,8721,1,1,14.99,7.99
265,2012-05-31,9240,7771,1,1,14.99,7.99
266,2012-05-31,9294,8792,1,1,14.99,7.99
267,2012-05-31,9342,8836,1,1,14.99,7.99
268,2012-06-01,9363,8855,1,1,14.99,7.99
269,2012-06-01,9412,8898,1,1,14.99,7.99
270,2012-06-01,9413,8899,1,1,14.99,7.99
271,2012-06-01,9428,8911,1,1,14.99,7.99
272,2012-06-01,9460,8941,1,1,14.99,7.99
273,2012-06-01,9467,8948,1,1,14.99,7.99
274,2012-06-02,9514,8992,1,1,14.99,7.99
275,2012-06-02,9547,9022,1,1,14.99,7.99
276,2012-06-03,9562,9033,1,1,14.99,7.99
277,2012-06-03,9568,9038,1,1,14.99,7.99
278,2012-06-03,9590,4154,1,1,14.99,7.99
279,2012-06-03,9592,9057,1,1,14.99,7.99
280,2012-06-04,9617,9082,1,1,14.99,7.99
281,2012-06-04,9735,9182,1,1,14.99,7.99
282,2012-06-05,9765,9209,1,1,14.99,7.99
283,2012-06-05,9769,9213,1,1,14.99,7.99
284,2012-06-05,9779,9222,1,1,14.99,7.99
285,2012-06-05,9819,9259,1,1,14.99,7.99
286,2012-06-05,9849,9284,1,1,14.99,7.99
287,2012-06-06,9915,9342,1,1,14.99,7.99
288,2012-06-06,9932,9357,1,1,14.99,7.99
289,2012-06-06,9942,9364,1,1,14.99,7.99
290,2012-06-06,9954,9374,1,1,14.99,7.99
291,2012-06-06,9989,9406,1,1,14.99,7.99
292,2012-06-06,10020,9433,1,1,14.99,7.99
293,2012-06-06,10033,9446,1,1,14.99,7.99
294,2012-06-06,10041,9454,1,1,14.99,7.99
295,2012-06-07,10105,9509,1,1,14.99,7.99
296,2012-06-07,10122,9525,1,1,14.99,7.99
297,2012-06-07,10151,9553,1,1,14.99,7.99
298,2012-06-07,10167,9567,1,1,14.99,7.99
299,2012-06-07,10177,9576,1,1,14.99,7.99
300,2012-06-07,10244,9640,1,1,14.99,7.99
301,2012-06-08,10265,9658,1,1,14.99,7.99
302,2012-06-08,10269,6616,1,1,14.99,7.99
303,2012-06-08,10277,9669,1,1,14.99,7.99
304,2012-06-08,10291,9681,1,1,14.99,7.99
305,2012-06-08,10300,9689,1,1,14.99,7.99
306,2012-06-08,10335,9721,1,1,14.99,7.99
307,2012-06-09,10411,9788,1,1,14.99,7.99
308,2012-06-09,10442,9816,1,1,14.99,7.99
309,2012-06-09,10468,9836,1,1,14.99,7.99
310,2012-06-10,10517,9881,1,1,14.99,7.99
311,2012-06-10,10518,9882,1,1,14.99,7.99
312,2012-06-10,10526,3428,1,1,14.99,7.99
313,2012-06-11,10575,9933,1,1,14.99,7.99
314,2012-06-11,10591,7271,1,1,14.99,7.99
315,2012-06-11,10600,9955,1,1,14.99,7.99
316,2012-06-11,10605,9959,1,1,14.99,7.99
317,2012-06-11,10674,3561,1,1,14.99,7.99
318,2012-06-12,10719,10065,1,1,14.99,7.99
319,2012-06-12,10721,10067,1,1,14.99,7.99
320,2012-06-12,10752,10094,1,1,14.99,7.99
321,2012-06-12,10787,10124,1,1,14.99,7.99
322,2012-06-12,10837,10172,1,1,14.99,7.99
323,2012-06-13,10886,10216,1,1,14.99,7.99
324,2012-06-13,10918,10246,1,1,14.99,7.99
325,2012-06-13,10922,10250,1,1,14.99,7.99
326,2012-06-13,10927,10254,1,1,14.99,7.99
327,2012-06-13,10926,10253,1,1,14.99,7.99
328,2012-06-13,10937,10264,1,1,14.99,7.99
329,2012-06-13,10946,10272,1,1,14.99,7.99
330,2012-06-13,10971,8333,1,1,14.99,7.99
331,2012-06-13,10985,10306,1,1,14.99,7.99
332,2012-06-13,11007,7350,1,1,14.99,7.99
333,2012-06-14,11154,10459,1,1,14.99,7.99
334,2012-06-15,11322,3736,1,1,14.99,7.99
335,2012-06-15,11386,10668,1,1,14.99,7.99
336,2012-06-16,11389,10671,1,1,14.99,7.99
337,2012-06-16,11397,10678,1,1,14.99,7.99
338,2012-06-16,11418,10699,1,1,14.99,7.99
339,2012-06-17,11502,10775,1,1,14.99,7.99
340,2012-06-17,11520,10791,1,1,14.99,7.99
341,2012-06-17,11530,10799,1,1,14.99,7.99
342,2012-06-17,11531,10800,1,1,14.99,7.99
343,2012-06-18,11543,10812,1,1,14.99,7.99
344,2012-06-18,11616,10876,1,1,14.99,7.99
345,2012-06-18,11618,10878,1,1,14.99,7.99
346,2012-06-18,11629,10889,1,1,14.99,7.99
347,2012-06-18,11657,10913,1,1,14.99,7.99
348,2012-06-18,11670,10924,1,1,14.99,7.99
349,2012-06-18,11677,10931,1,1,14.99,7.99
350,2012-06-19,11729,10975,1,1,14.99,7.99
351,2012-06-19,11739,10984,1,1,14.99,7.99
352,2012-06-19,11756,10998,1,1,14.99,7.99
353,2012-06-19,11762,11003,1,1,14.99,7.99
354,2012-06-19,11801,10235,1,1,14.99,7.99
355,2012-06-19,11835,11071,1,1,14.99,7.99
356,2012-06-20,11917,11148,1,1,14.99,7.99
357,2012-06-20,11946,11176,1,1,14.99,7.99
358,2012-06-20,11957,11187,1,1,14.99,7.99
359,2012-06-20,11971,11200,1,1,14.99,7.99
360,2012-06-20,11985,11211,1,1,14.99,7.99
361,2012-06-20,12028,11249,1,1,14.99,7.99
362,2012-06-21,12047,11268,1,1,14.99,7.99
363,2012-06-21,12065,11285,1,1,14.99,7.99
364,2012-06-21,12086,11304,1,1,14.99,7.99
365,2012-06-21,12141,11352,1,1,14.99,7.99
366,2012-06-21,12168,11376,1,1,14.99,7.99
367,2012-06-22,12216,2108,1,1,14.99,7.99
368,2012-06-22,12243,11443,1,1,14.99,7.99
369,2012-06-22,12284,11481,1,1,14.99,7.99
370,2012-06-22,12321,9542,1,1,14.99,7.99
371,2012-06-22,12329,11522,1,1,14.99,7.99
372,2012-06-23,12388,8237,1,1,14.99,7.99
373,2012-06-23,12394,11583,1,1,14.99,7.99
374,2012-06-23,12408,11597,1,1,14.99,7.99
375,2012-06-23,12424,11611,1,1,14.99,7.99
376,2012-06-24,12478,11660,1,1,14.99,7.99
377,2012-06-24,12479,11661,1,1,14.99,7.99
378,2012-06-25,12509,11687,1,1,14.99,7.99
379,2012-06-25,12568,11742,1,1,14.99,7.99
380,2012-06-25,12579,11753,1,1,14.99,7.99
381,2012-06-25,12604,11159,1,1,14.99,7.99
382,2012-06-25,12605,11776,1,1,14.99,7.99
383,2012-06-26,12672,5191,1,1,14.99,7.99
384,2012-06-26,12699,11858,1,1,14.99,7.99
385,2012-06-26,12708,11867,1,1,14.99,7.99
386,2012-06-26,12738,11897,1,1,14.99,7.99
387,2012-06-26,12760,3561,1,1,14.99,7.99
388,2012-06-27,12807,11959,1,1,14.99,7.99
389,2012-06-27,12809,9109,1,1,14.99,7.99
390,2012-06-27,12831,6390,1,1,14.99,7.99
391,2012-06-27,12837,11986,1,1,14.99,7.99
392,2012-06-27,12912,12048,1,1,14.99,7.99
393,2012-06-27,12927,12061,1,1,14.99,7.99
394,2012-06-28,12988,12113,1,1,14.99,7.99
395,2012-06-28,13016,12139,1,1,14.99,7.99
396,2012-06-28,13046,12165,1,1,14.99,7.99
397,2012-06-28,13073,12188,1,1,14.99,7.99
398,2012-06-28,13081,10278,1,1,14.99,7.99
399,2012-06-28,13083,12197,1,1,14.99,7.99
400,2012-06-28,13089,12203,1,1,14.99,7.99
401,2012-06-28,13093,12207,1,1,14.99,7.99
402,2012-06-28,13094,3293,1,1,14.99,7.99
403,2012-06-29,13194,12293,1,1,14.99,7.99
404,2012-06-29,13221,12320,1,1,14.99,7.99
405,2012-06-30,13285,12374,1,1,14.99,7.99
406,2012-06-30,13287,12376,1,1,14.99,7.99
407,2012-06-30,13297,6095,1,1,14.99,7.99
408,2012-07-01,13319,12406,1,1,14.99,7.99
409,2012-07-02,13460,12530,1,1,14.99,7.99
410,2012-07-02,13494,12562,1,1,14.99,7.99
411,2012-07-02,13510,12576,1,1,14.99,7.99
412,2012-07-03,13571,12632,1,1,14.99,7.99
413,2012-07-03,13591,12651,1,1,14.99,7.99
414,2012-07-03,13663,12716,1,1,14.99,7.99
415,2012-07-03,13694,7434,1,1,14.99,7.99
416,2012-07-04,13726,12768,1,1,14.99,7.99
417,2012-07-04,13745,12787,1,1,14.99,7.99
418,2012-07-04,13752,12793,1,1,14.99,7.99
419,2012-07-04,13754,6033,1,1,14.99,7.99
420,2012-07-04,13782,12818,1,1,14.99,7.99
421,2012-07-04,13812,12847,1,1,14.99,7.99
422,2012-07-05,13843,12875,1,1,14.99,7.99
423,2012-07-05,13857,12888,1,1,14.99,7.99
424,2012-07-05,13880,12909,1,1,14.99,7.99
425,2012-07-05,13891,12920,1,1,14.99,7.99
426,2012-07-05,13949,12977,1,1,14.99,7.99
427,2012-07-05,13975,13001,1,1,14.99,7.99
428,2012-07-05,13981,13006,1,1,14.99,7.99
429,2012-07-06,14062,13081,1,1,14.99,7.99
430,2012-07-06,14098,11375,1,1,14.99,7.99
431,2012-07-06,14124,13138,1,1,14.99,7.99
432,2012-07-06,14129,13142,1,1,14.99,7.99
433,2012-07-06,14147,13159,1,1,14.99,7.99
434,2012-07-07,14157,13168,1,1,14.99,7.99
435,2012-07-07,14170,13179,1,1,14.99,7.99
436,2012-07-07,14186,13194,1,1,14.99,7.99
437,2012-07-07,14195,13203,1,1,14.99,7.99
438,2012-07-08,14205,13212,1,1,14.99,7.99
439,2012-07-08,14219,13225,1,1,14.99,7.99
440,2012-07-09,14289,13288,1,1,14.99,7.99
441,2012-07-09,14307,13304,1,1,14.99,7.99
442,2012-07-09,14346,13339,1,1,14.99,7.99
443,2012-07-09,14357,13349,1,1,14.99,7.99
444,2012-07-09,14354,13346,1,1,14.99,7.99
445,2012-07-09,14377,13369,1,1,14.99,7.99
446,2012-07-09,14383,13374,1,1,14.99,7.99
447,2012-07-10,14460,13445,1,1,14.99,7.99
448,2012-07-10,14462,13447,1,1,14.99,7.99
449,2012-07-10,14476,13459,1,1,14.99,7.99
450,2012-07-10,14550,13530,1,1,14.99,7.99
451,2012-07-10,14564,13544,1,1,14.99,7.99
452,2012-07-10,14567,7578,1,1,14.99,7.99
453,2012-07-11,14604,10468,1,1,14.99,7.99
454,2012-07-11,14623,13595,1,1,14.99,7.99
455,2012-07-11,14657,13624,1,1,14.99,7.99
456,2012-07-11,14663,13629,1,1,14.99,7.99
457,2012-07-11,14671,13637,1,1,14.99,7.99
458,2012-07-11,14678,13644,1,1,14.99,7.99
459,2012-07-11,14679,13645,1,1,14.99,7.99
460,2012-07-11,14688,13652,1,1,14.99,7.99
461,2012-07-11,14698,13660,1,1,14.99,7.99
462,2012-07-12,14865,13812,1,1,14.99,7.99
463,2012-07-12,14889,13833,1,1,14.99,7.99
464,2012-07-12,14895,13839,1,1,14.99,7.99
465,2012-07-12,14918,13859,1,1,14.99,7.99
466,2012-07-13,14943,13881,1,1,14.99,7.99
467,2012-07-13,14960,13898,1,1,14.99,7.99
468,2012-07-13,14979,13913,1,1,14.99,7.99
469,2012-07-13,15051,9892,1,1,14.99,7.99
470,2012-07-14,15056,7204,1,1,14.99,7.99
471,2012-07-14,15094,7753,1,1,14.99,7.99
472,2012-07-14,15102,14021,1,1,14.99,7.99
473,2012-07-14,15103,14022,1,1,14.99,7.99
474,2012-07-15,15134,14049,1,1,14.99,7.99
475,2012-07-15,15153,14068,1,1,14.99,7.99
476,2012-07-15,15156,14071,1,1,14.99,7.99
477,2012-07-15,15173,14085,1,1,14.99,7.99
478,2012-07-15,15188,14098,1,1,14.99,7.99
479,2012-07-15,15194,14102,1,1,14.99,7.99
480,2012-07-16,15263,14165,1,1,14.99,7.99
481,2012-07-16,15269,6960,1,1,14.99,7.99
482,2012-07-16,15292,14190,1,1,14.99,7.99
483,2012-07-16,15313,9740,1,1,14.99,7.99
484,2012-07-16,15339,14235,1,1,14.99,7.99
485,2012-07-16,15343,14239,1,1,14.99,7.99
486,2012-07-17,15366,14260,1,1,14.99,7.99
487,2012-07-17,15375,14268,1,1,14.99,7.99
488,2012-07-17,15440,14325,1,1,14.99,7.99
489,2012-07-17,15444,14329,1,1,14.99,7.99
490,2012-07-17,15490,14370,1,1,14.99,7.99
491,2012-07-17,15503,14382,1,1,14.99,7.99
492,2012-07-17,15527,14405,1,1,14.99,7.99
493,2012-07-17,15534,13547,1,1,14.99,7.99
494,2012-07-18,15570,14442,1,1,14.99,7.99
495,2012-07-18,15584,14453,1,1,14.99,7.99
496,2012-07-18,15711,14570,1,1,14.99,7.99
497,2012-07-18,15716,8415,1,1,14.99,7.99
498,2012-07-19,15776,14626,1,1,14.99,7.99
499,2012-07-19,15819,14663,1,1,14.99,7.99
500,2012-07-19,15845,11071,1,1,14.99,7.99
501,2012-07-19,15872,14711,1,1,14.99,7.99
502,2012-07-19,15883,14722,1,1,14.99,7.99
503,2012-07-20,15891,14730,1,1,14.99,7.99
504,2012-07-20,15903,14742,1,1,14.99,7.99
505,2012-07-20,15907,14746,1,1,14.99,7.99
506,2012-07-20,15918,14756,1,1,14.99,7.99
507,2012-07-20,15984,14814,1,1,14.99,7.99
508,2012-07-20,16003,14832,1,1,14.99,7.99
509,2012-07-20,16002,14831,1,1,14.99,7.99
510,2012-07-20,16005,14834,1,1,14.99,7.99
511,2012-07-20,16004,14833,1,1,14.99,7.99
512,2012-07-20,16007,14836,1,1,14.99,7.99
513,2012-07-20,16025,14852,1,1,14.99,7.99
514,2012-07-20,16037,7607,1,1,14.99,7.99
515,2012-07-20,16038,14861,1,1,14.99,7.99
516,2012-07-21,16061,4636,1,1,14.99,7.99
517,2012-07-21,16069,14887,1,1,14.99,7.99
